Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU55,OUT035,1.089327783
FDX59,OUT035,-0.948195735
FDR52,OUT049,0.487268412
NCP17,OUT013,-0.723995661
FDQ32,OUT045,-0.24093393
NCT17,OUT049,0.579074199
FDO10,OUT049,-0.723585498
FDE32,OUT049,-0.944958681
FDN44,OUT045,0.226654637
FDH02,OUT035,-0.441353199
FDK60,OUT013,-0.434217051
FDS24,OUT019,-1.146979783
FDL03,OUT010,-0.575701363
FDB46,OUT027,1.92112368
FDO48,OUT049,0.975677725
FDZ39,OUT049,-0.350880546
FDT02,OUT027,-0.82982042
FDC50,OUT013,-0.408561183
FDP39,OUT035,-0.802295391
DRG15,OUT018,-0.795227821
FDP10,OUT018,-0.436628557
FDF53,OUT027,1.575445207
FDN34,OUT045,0.245057084
FDK02,OUT045,-0.156657518
FDC23,OUT045,0.439815304
FDJ10,OUT019,-1.080371952
FDE53,OUT035,-0.301778211
FDR25,OUT035,0.96664569
FDW50,OUT046,0.258996958
FDS09,OUT049,-0.899755167
FDW49,OUT010,-0.541585702
FDU51,OUT046,0.421707047
FDF28,OUT018,-0.333827595
NCY30,OUT018,0.14606881
FDD44,OUT045,1.110373226
FDX09,OUT017,0.395589457
NCF30,OUT013,-0.103276579
FDZ50,OUT019,-1.020718405
FDW37,OUT013,-0.468221888
FDD11,OUT049,1.351798583
DRH39,OUT018,-0.660883341
FDA36,OUT049,0.640926422
NCG43,OUT049,-0.450933733
FDF02,OUT035,-0.322209059
FDP57,OUT027,0.233796512
NCE42,OUT017,1.102114057
NCR38,OUT027,1.970557889
FDP03,OUT019,-1.105001392
FDO51,OUT035,-0.911956318
NCQ42,OUT046,-0.098742571
NCM41,OUT046,-0.448922858
FDH48,OUT027,-0.024441476
DRF60,OUT046,0.919252222
FDJ27,OUT035,-0.334096775
FDQ14,OUT013,0.117264548
FDN27,OUT017,-0.173729738
NCQ02,OUT046,0.449678255
FDJ33,OUT049,-0.219502451
FDP07,OUT027,1.650581792
DRE01,OUT049,0.944259369
FDU36,OUT045,-0.381806308
FDL28,OUT017,0.858655662
NCX53,OUT046,0.014994755
FDZ39,OUT013,-0.377970729
NCP42,OUT013,0.665843211
FDJ14,OUT035,-0.533172085
FDK04,OUT049,-0.78669626
NCC19,OUT017,0.57238791
FDS09,OUT018,-0.900566601
FDZ02,OUT046,-0.341251482
FDD35,OUT018,-0.331986639
NCY42,OUT017,0.081605501
FDB05,OUT045,1.095064504
FDF20,OUT035,0.534242227
NCO41,OUT018,-0.542652686
FDC40,OUT027,-0.077787663
FDV58,OUT045,0.603577159
FDZ57,OUT045,-0.161221953
DRM35,OUT046,0.390345311
DRN36,OUT018,-0.5421307
FDQ13,OUT046,-0.517553005
DRO35,OUT010,-0.825770586
NCD43,OUT035,-0.329632166
FDA51,OUT018,-0.267028979
NCX17,OUT027,1.901011148
NCZ17,OUT049,-0.906016357
FDR11,OUT027,1.188392739
FDW34,OUT049,1.222686662
FDN50,OUT017,-0.49444658
FDS09,OUT046,-0.838985305
FDS48,OUT018,-0.087438109
FDL44,OUT049,0.364154581
DRF48,OUT018,0.181800248
FDA14,OUT018,-0.087081696
NCD30,OUT049,-0.394871693
FDI16,OUT017,-0.831162636
NCG06,OUT035,1.084279981
DRZ24,OUT035,-0.168224663
NCS17,OUT045,-0.413926182
FDB37,OUT045,1.110372438
FDE10,OUT035,-0.056648743
FDC57,OUT045,0.46559368
FDM12,OUT018,0.146837542
FDE24,OUT049,0.003127439
FDW22,OUT045,0.845286384
DRD01,OUT027,-0.480673122
NCZ18,OUT027,1.509601137
FDN49,OUT045,-0.938933941
FDR22,OUT035,-0.189604295
FDV08,OUT019,-1.250555995
FDY39,OUT046,0.5339039
FDV36,OUT049,-0.091132132
FDO60,OUT045,-0.88240135
FDU04,OUT027,0.489538326
FDR20,OUT027,-0.546057687
FDW19,OUT019,-1.120257887
FDU40,OUT049,0.666378905
FDK15,OUT045,-0.381071994
DRF15,OUT035,0.120053187
FDQ25,OUT017,0.315830804
FDI48,OUT019,-1.224180067
FDS49,OUT046,-0.569396526
FDV22,OUT046,0.279527146
NCV42,OUT046,-0.279544777
FDX26,OUT046,0.439286602
FDI33,OUT018,-0.60109591
FDZ14,OUT049,-0.245935829
FDG10,OUT013,-0.791272238
FDM38,OUT018,-0.902689508
FDG26,OUT027,2.223382176
FDH46,OUT035,-0.323025738
FDN13,OUT018,-0.499537838
FDU57,OUT035,0.138145441
NCI06,OUT046,0.389108816
FDM38,OUT045,-0.861558562
NCG42,OUT010,-0.771432272
FDL39,OUT045,0.32953117
FDT31,OUT019,-1.029611581
FDV59,OUT013,0.862243024
FDB49,OUT035,-0.327508139
FDD58,OUT049,-0.368394404
DRN59,OUT046,-0.858622659
FDX48,OUT049,0.117774674
FDQ11,OUT049,1.18127066
FDY12,OUT049,-0.817346494
FDQ11,OUT045,1.118518532
DRI11,OUT017,-0.224943676
FDY32,OUT027,1.166090895
FDS51,OUT045,-0.749090784
FDR19,OUT010,-0.814373422
DRB13,OUT018,0.1715226
FDS21,OUT035,-0.70777744
FDQ40,OUT045,0.325282151
NCE55,OUT013,0.39534048
FDX43,OUT027,1.255529119
FDS12,OUT049,-0.118455591
DRK01,OUT027,0.129050877
FDN25,OUT017,-0.850527069
FDB60,OUT046,0.529007481
FDQ13,OUT017,-0.530634721
DRK13,OUT045,0.596990479
DRF25,OUT018,-1.04950812
NCD42,OUT019,-1.261583374
FDW25,OUT045,-0.526575841
NCV29,OUT027,1.4690952
NCK42,OUT035,0.69344449
DRJ13,OUT027,1.162738808
DRD15,OUT017,1.013226253
FDM27,OUT045,0.221672344
FDZ50,OUT018,0.150900159
FDC04,OUT046,0.968815837
FDF50,OUT049,0.799552863
FDP15,OUT045,1.180331282
FDK46,OUT035,1.092736198
FDZ56,OUT018,0.060115038
FDY60,OUT049,0.135560848
FDB10,OUT035,0.919069858
FDR57,OUT045,0.129364265
FDU58,OUT049,0.539625789
FDH02,OUT046,-0.442379886
FDP48,OUT013,0.378731253
FDI46,OUT035,1.028723091
FDW56,OUT013,0.564088397
NCM19,OUT010,-0.837750237
FDS50,OUT027,1.972988943
FDK24,OUT013,-0.864316259
FDO36,OUT017,0.426009666
FDK45,OUT027,0.418313332
NCL05,OUT045,-0.869558861
FDL32,OUT018,-0.321180099
FDA28,OUT049,-0.196244113
FDY36,OUT018,-0.754681483
FDP32,OUT018,-0.255989534
FDL50,OUT046,-0.103723113
DRC24,OUT049,0.202243477
NCS18,OUT017,-0.31053079
FDD16,OUT017,-0.613795181
NCV18,OUT013,-0.497008284
FDX07,OUT046,0.544194496
NCZ05,OUT027,0.281407894
NCI31,OUT013,-0.935088466
FDK14,OUT049,-0.533470551
NCR06,OUT045,-0.888699048
NCF54,OUT049,0.392672919
DRG23,OUT010,-0.658743862
FDD53,OUT046,-0.881035131
NCM31,OUT027,0.877154648
FDT16,OUT017,1.228249441
FDR40,OUT035,-0.530567114
DRG25,OUT017,0.533185682
FDT10,OUT035,-0.740546759
FDY32,OUT013,0.271616222
FDN50,OUT035,-0.399345784
FDZ35,OUT019,-1.119096832
NCP54,OUT045,-0.165546947
NCD07,OUT035,-0.25023365
FDS02,OUT018,0.24147613
DRN59,OUT018,-0.905360378
DRB24,OUT013,0.20036905
FDP37,OUT027,0.612980439
DRB01,OUT018,0.222589563
FDR47,OUT046,0.548025819
NCM31,OUT010,-0.695224469
NCF06,OUT027,2.261092902
NCV17,OUT027,0.644602938
FDS10,OUT049,0.488990948
FDN52,OUT035,-0.469731027
FDZ48,OUT013,-0.245611705
FDJ48,OUT049,1.194571871
DRB13,OUT027,1.715580679
FDV59,OUT017,0.860507246
FDL32,OUT035,-0.238003089
FDZ12,OUT035,0.037625854
NCR06,OUT027,-0.750464457
FDP51,OUT017,-0.252854481
FDY22,OUT013,0.087347669
FDZ38,OUT049,0.470145727
NCO54,OUT035,-0.78484355
FDR23,OUT035,0.350419095
FDM38,OUT049,-0.866635949
FDS25,OUT013,-0.231330254
FDZ22,OUT013,-0.533695197
FDZ20,OUT019,-0.875979394
FDD45,OUT010,-0.961874969
FDN03,OUT049,1.297440451
NCW30,OUT046,1.05469445
FDY24,OUT027,-0.45264653
FDJ26,OUT019,-0.961036382
FDM15,OUT049,0.234997427
NCW54,OUT027,-0.381533638
FDA23,OUT045,-0.376337107
FDA39,OUT019,-1.260314836
FDZ12,OUT017,0.065544738
NCB42,OUT046,-0.222374688
FDL16,OUT046,-0.849138917
FDO24,OUT019,-1.047428204
NCP42,OUT046,0.501218125
FDR19,OUT018,0.093742451
DRL01,OUT045,0.883888134
FDV37,OUT046,0.630013233
FDI41,OUT010,-0.741515087
FDF58,OUT049,-0.712030091
NCF43,OUT018,-0.164922589
FDN02,OUT049,0.703295665
NCP41,OUT035,-0.296468774
NCY17,OUT027,-0.536743696
FDL58,OUT027,2.222998558
NCA30,OUT027,1.472433202
FDE46,OUT018,-0.079750868
FDY38,OUT035,0.856712925
NCH29,OUT027,0.106374587
FDO20,OUT045,0.947513935
FDP44,OUT018,-0.478518906
FDM02,OUT027,0.077923943
FDJ14,OUT027,-0.060954621
FDH04,OUT010,-0.977645377
DRK23,OUT046,1.038044168
NCW05,OUT046,-0.312475791
FDF12,OUT049,0.06386943
FDL51,OUT019,-1.017525284
FDN03,OUT018,0.550773793
DRJ37,OUT049,0.117746472
FDM12,OUT019,-1.036530918
FDA16,OUT045,0.945692091
NCB07,OUT017,0.597616253
NCI17,OUT019,-1.151169681
FDR51,OUT046,0.081739573
FDJ55,OUT045,0.929673795
NCZ17,OUT013,-0.91883271
FDU25,OUT013,-0.757733061
NCG18,OUT045,-0.338361676
DRM11,OUT017,1.246099778
FDH16,OUT035,-0.441040596
FDZ04,OUT018,-0.832706591
NCX53,OUT035,0.017823965
FDX38,OUT027,-0.492431827
FDX09,OUT046,0.366552481
NCW05,OUT018,-0.422531871
NCS41,OUT017,0.48563816
FDI26,OUT046,0.366930647
NCZ41,OUT027,0.643562458
NCK06,OUT046,-0.159049112
FDX23,OUT027,0.104664802
NCA42,OUT046,0.172857871
FDC20,OUT049,-0.797427003
DRC49,OUT018,-0.145907205
FDX01,OUT013,-0.209576546
FDC08,OUT045,0.799029821
FDC02,OUT017,1.231941407
FDK10,OUT045,0.35071397
DRC24,OUT013,0.168214256
FDW16,OUT019,-1.14135652
NCU06,OUT018,0.490172109
DRA59,OUT045,0.44719349
FDR24,OUT019,-1.14035959
DRL35,OUT018,-1.032179248
FDA49,OUT013,-0.500151582
NCC55,OUT046,-0.93235273
DRD24,OUT019,-1.096273082
NCE55,OUT049,0.395693232
FDT33,OUT045,0.33525959
NCT53,OUT013,0.264801536
FDS26,OUT046,1.060889839
FDL22,OUT018,-0.579290899
FDP44,OUT017,-0.3984465
FDC52,OUT018,-0.130096261
FDI53,OUT010,-0.645460799
FDZ23,OUT046,0.528704923
NCT18,OUT013,0.458420911
FDR13,OUT046,-0.159925994
FDB09,OUT010,-0.77154933
FDZ60,OUT013,-0.268978619
FDB11,OUT046,0.82577826
FDC10,OUT018,-0.355849429
FDW56,OUT035,0.529714578
FDK14,OUT027,-0.163544294
DRE27,OUT027,0.178575065
FDA38,OUT017,1.173768611
FDT11,OUT045,0.48539159
FDP15,OUT035,1.051288762
FDV27,OUT035,-0.464761171
FDS36,OUT027,0.425728956
FDY40,OUT027,-0.568319021
NCF19,OUT049,-0.833340015
FDF53,OUT045,0.354529132
FDS14,OUT027,1.130334271
FDE56,OUT046,-0.688391734
FDZ19,OUT035,0.37707516
FDZ46,OUT013,-0.260307069
FDR16,OUT046,0.734334813
FDG29,OUT018,-0.966994721
NCE30,OUT017,0.771090973
FDZ40,OUT046,-0.800326436
FDG58,OUT018,-0.047553393
DRH03,OUT013,-0.43004041
FDZ47,OUT045,-0.447063907
FDV04,OUT018,0.190330666
FDZ10,OUT018,-0.288952923
FDG46,OUT017,-0.311616263
NCF07,OUT045,-0.386493641
FDY44,OUT035,0.655269099
FDB21,OUT013,0.939078666
FDS20,OUT035,0.416949774
FDS49,OUT049,-0.563743612
FDX55,OUT027,1.957657556
NCQ02,OUT018,0.237384391
FDR25,OUT013,1.012351799
DRG39,OUT045,-0.805009277
FDB46,OUT046,0.753577037
NCC30,OUT018,0.139993883
FDE58,OUT035,-0.17908247
FDC05,OUT019,-0.962789362
FDY15,OUT046,0.157618035
FDG14,OUT046,0.161502026
FDL08,OUT049,1.337083007
FDQ47,OUT013,-0.963673351
FDN12,OUT035,-0.264921894
FDW10,OUT013,0.403091905
FDD02,OUT035,-0.198052452
FDX35,OUT010,-0.35452889
FDT35,OUT046,0.339193693
DRN47,OUT019,-1.055599788
FDB11,OUT010,-0.35702735
FDN20,OUT045,0.337217925
FDB59,OUT035,0.55884395
FDJ58,OUT045,0.291770026
FDU60,OUT046,0.348289657
FDS03,OUT049,-0.680782981
FDU40,OUT019,-1.060740548
DRH15,OUT049,-0.838331549
FDD04,OUT027,0.933396297
FDQ01,OUT046,0.835455275
FDF28,OUT035,-0.084054466
FDD22,OUT010,-0.842006168
FDY19,OUT046,-0.199005357
FDN33,OUT035,-0.4165677
FDV36,OUT035,-0.122122598
FDW01,OUT010,-0.666380694
FDJ28,OUT049,0.694199839
FDB17,OUT035,0.381585625
FDM40,OUT049,0.043076051
FDV46,OUT045,0.05275976
FDQ44,OUT049,-0.170730238
NCD42,OUT046,-0.930014366
DRH37,OUT046,0.236018644
FDR10,OUT018,0.037183987
NCD06,OUT027,-0.535877429
FDI53,OUT046,0.239453058
FDG16,OUT035,0.736384337
DRB25,OUT046,-0.293233661
FDY09,OUT046,0.338549347
FDX48,OUT045,0.07410533
FDC03,OUT010,-0.518025524
FDT47,OUT035,-0.371414088
FDW44,OUT027,1.454125056
FDT24,OUT017,-0.590382423
FDT12,OUT019,-0.770328032
NCS38,OUT035,-0.232685091
FDO39,OUT035,0.438421511
FDA13,OUT046,-0.907564666
FDO48,OUT035,0.921740261
DRJ01,OUT017,0.221945329
FDD53,OUT018,-1.004353668
NCT05,OUT049,1.401001945
FDQ51,OUT045,-0.856068814
FDU60,OUT013,0.197231293
FDC59,OUT046,-0.7215321
FDP36,OUT035,-0.817129545
NCM19,OUT017,-0.271796742
FDL16,OUT035,-0.864143197
FDE50,OUT018,0.138874616
NCR18,OUT013,-0.884950973
NCD30,OUT035,-0.389630826
FDH31,OUT013,-0.41603637
FDD56,OUT019,-1.004125771
FDC47,OUT049,0.898781261
FDZ21,OUT045,-0.490294303
FDM01,OUT049,-0.430013135
FDF24,OUT013,-0.582264515
FDW23,OUT017,-0.917863524
FDY52,OUT018,-0.873952504
DRH37,OUT027,1.234602681
DRO47,OUT027,0.457305642
FDR25,OUT049,1.173635294
FDQ24,OUT027,2.116021137
DRJ51,OUT018,0.526297762
NCU06,OUT035,0.859918952
NCV18,OUT018,-0.610249529
NCC06,OUT027,0.623506877
FDZ01,OUT018,-0.482703823
FDT14,OUT017,-0.170844959
FDD11,OUT019,-0.877449256
FDN09,OUT017,1.186085136
NCO18,OUT010,-0.560774117
FDZ50,OUT045,0.366604156
FDS44,OUT013,0.877539387
FDI36,OUT045,0.52279352
FDA26,OUT010,-0.421657246
NCY53,OUT049,-0.260557968
FDF32,OUT049,0.642365974
FDF59,OUT010,-0.758530214
FDB20,OUT046,-0.585258584
DRH11,OUT035,-0.750201056
FDT03,OUT049,0.648460808
NCH06,OUT035,0.978723684
FDR55,OUT049,0.558835912
FDI10,OUT035,0.362908999
FDZ12,OUT045,0.036916503
FDM12,OUT049,0.455517332
DRB25,OUT045,-0.303642566
NCS41,OUT013,0.464760543
NCT53,OUT049,0.273573879
NCD55,OUT013,-0.923543324
FDY08,OUT049,0.136602979
NCP55,OUT049,-0.785795996
FDA33,OUT013,0.102806481
FDQ33,OUT013,0.10261487
FDE45,OUT027,1.481059101
FDT26,OUT013,-0.256312108
NCV53,OUT049,1.243641423
FDK60,OUT027,0.211173875
NCJ29,OUT046,-0.521976033
FDI15,OUT045,1.068334438
FDX21,OUT013,-0.266810734
FDV49,OUT019,-0.812363921
DRO59,OUT046,-0.578127749
FDZ14,OUT045,-0.239406292
FDP32,OUT027,0.656369281
FDC33,OUT017,0.526895266
FDT14,OUT010,-0.781437694
NCN54,OUT027,-0.203006848
FDR57,OUT027,1.216425734
DRK12,OUT046,-0.97404133
FDX52,OUT049,0.592278414
FDX08,OUT010,-0.54758053
FDP10,OUT010,-0.951112963
NCP50,OUT045,-0.580803278
NCL06,OUT013,1.231789955
FDP25,OUT013,0.941759301
FDE53,OUT013,-0.335089722
FDL27,OUT017,-0.690656767
FDC35,OUT049,0.703778157
DRJ47,OUT010,-0.611454309
FDD16,OUT018,-0.712789877
NCN42,OUT049,0.171118351
FDC38,OUT027,0.744191526
NCO07,OUT045,0.874533038
FDQ20,OUT049,-0.929687979
FDI32,OUT046,-0.294489306
FDN20,OUT010,-0.6001757
DRJ51,OUT027,1.962488882
FDU08,OUT045,-0.40277825
DRN37,OUT019,-1.049278454
FDD05,OUT010,-0.804727765
FDW15,OUT046,0.146034032
FDI52,OUT046,-0.130535119
DRM11,OUT049,1.500233059
NCO06,OUT045,-0.9692559
FDU38,OUT049,0.523798428
FDU59,OUT018,0.02221226
FDJ10,OUT046,0.026890915
FDM13,OUT049,-0.065309467
NCJ30,OUT019,-1.057319692
FDM45,OUT018,-0.314050656
FDP36,OUT045,-0.886060945
NCD30,OUT010,-0.904949905
FDN48,OUT017,-0.433620555
FDY32,OUT049,0.236662803
FDU47,OUT046,0.055718023
FDF17,OUT019,-1.053437208
FDP34,OUT017,0.203810153
FDA47,OUT049,0.25039966
DRD27,OUT027,0.128492845
FDW38,OUT045,-0.804901992
FDZ15,OUT019,-1.106063902
FDZ03,OUT027,1.653375905
NCN19,OUT049,0.680390172
FDG02,OUT035,0.46867901
FDS31,OUT035,0.506543337
FDW43,OUT019,-0.900366766
FDZ47,OUT010,-0.876830521
FDO57,OUT017,0.23577304
NCL07,OUT013,-0.931422611
NCV42,OUT013,-0.275796576
FDP40,OUT017,-0.320081655
FDP48,OUT019,-1.070556854
FDH21,OUT017,0.240309016
NCP02,OUT049,-0.749612607
FDK24,OUT049,-0.850188117
FDC41,OUT045,-0.588117884
FDF08,OUT017,-0.5748829
FDO49,OUT017,-0.862070096
FDS56,OUT027,2.300329371
FDX46,OUT018,-0.838983614
FDQ07,OUT013,0.745252982
FDC32,OUT010,-0.933085699
FDT21,OUT019,-0.86598069
FDG58,OUT045,0.08701587
FDW14,OUT049,-0.566880427
DRA12,OUT027,0.854366691
FDV27,OUT013,-0.547208628
DRD25,OUT013,-0.253199636
DRF48,OUT027,1.574603823
FDX24,OUT017,-0.435150825
DRJ51,OUT046,0.851077214
FDE45,OUT045,0.44915481
FDE14,OUT046,-0.321857195
FDG53,OUT045,-0.007304972
FDT08,OUT046,0.095117566
DRC27,OUT027,2.14734136
FDG20,OUT035,0.390416116
FDC21,OUT046,-0.255813237
FDV31,OUT018,0.168992101
FDB58,OUT045,0.001468858
FDV23,OUT046,-0.1277715
FDA25,OUT019,-1.121793796
FDC15,OUT046,0.109846312
FDU47,OUT049,-0.026781217
FDE23,OUT013,-0.846368506
FDS08,OUT013,0.398112368
FDW03,OUT027,0.358349868
FDJ60,OUT018,-0.04894153
FDM34,OUT017,-0.096897237
FDW33,OUT013,-0.306746625
FDZ40,OUT013,-0.802622505
FDE33,OUT018,-0.680745142
NCC06,OUT010,-0.781782996
FDU11,OUT046,-0.176737718
FDL44,OUT017,0.294084154
NCZ29,OUT017,-0.116250241
FDG28,OUT010,-0.090007617
FDL12,OUT018,-0.816730948
FDD52,OUT017,-0.263335983
FDO15,OUT013,-0.64960119
NCN29,OUT027,-0.643349996
FDW36,OUT013,-0.305580037
FDB21,OUT046,0.826385079
FDZ28,OUT013,-0.181099353
FDY10,OUT035,-0.227202294
DRG39,OUT017,-0.812815835
FDN28,OUT013,-0.406830139
FDV15,OUT035,-0.332956775
DRI13,OUT035,0.733442269
FDH20,OUT046,-0.370327427
FDY51,OUT013,0.844817528
FDE16,OUT013,0.7963989
FDX40,OUT018,-0.965118491
FDC48,OUT018,-0.694847573
FDS14,OUT046,0.161909603
FDX56,OUT017,0.631698569
FDI10,OUT046,0.356847922
FDI14,OUT013,0.039525497
DRM48,OUT013,-0.937772488
NCH07,OUT027,1.154682392
FDY26,OUT013,0.739648509
FDD02,OUT027,0.514142355
FDM12,OUT046,0.536298114
DRF01,OUT010,-0.878742836
FDV36,OUT046,-0.11931242
DRI59,OUT013,0.950502685
FDV03,OUT018,-0.052911114
FDO39,OUT017,0.499134711
NCB07,OUT018,0.272225528
FDH38,OUT027,0.391733608
FDZ13,OUT035,-0.814630026
NCZ30,OUT046,-0.158594808
NCA06,OUT035,-0.922604489
FDB04,OUT049,-0.58923336
FDN50,OUT013,-0.49144259
NCG06,OUT049,1.377314488
NCY17,OUT018,-0.962959296
FDC23,OUT046,0.367646389
FDK33,OUT049,0.966541126
FDR03,OUT049,0.870672202
FDZ07,OUT045,-0.765687059
FDO38,OUT013,-0.57057295
FDS59,OUT046,-0.258082635
DRM11,OUT019,-0.873731417
FDX52,OUT027,1.780592832
DRJ35,OUT018,-0.838897434
NCP53,OUT046,0.937705391
FDW15,OUT019,-1.096546613
DRI47,OUT045,0.070703308
DRZ11,OUT035,-0.125115318
FDS02,OUT013,0.577901577
DRD49,OUT018,0.775409733
FDW38,OUT049,-0.821364708
FDR21,OUT019,-1.059727495
FDE40,OUT013,-0.755431558
FDI02,OUT045,-0.287813322
FDQ04,OUT045,-0.907160561
FDY14,OUT017,1.278728955
NCT54,OUT046,-0.389767805
DRD25,OUT017,-0.257628938
DRE01,OUT045,0.875374688
FDJ12,OUT010,-0.546027687
NCZ05,OUT049,-0.34507017
DRB25,OUT019,-1.109883137
NCC31,OUT045,0.219260447
FDM16,OUT045,-0.658536034
DRG11,OUT049,-0.325814776
FDV24,OUT027,0.999949214
FDV43,OUT046,-0.85986505
FDG05,OUT018,-0.046843051
FDV23,OUT010,-0.775721732
FDI58,OUT018,-0.576232043
FDQ11,OUT017,1.130592968
FDC05,OUT027,1.75675786
FDF40,OUT013,1.182612232
FDU02,OUT018,0.547911755
FDT32,OUT013,0.397922827
NCF06,OUT017,1.384769495
FDT46,OUT013,-0.8130702
FDR58,OUT010,-0.910742057
FDY04,OUT046,0.298390869
FDT58,OUT045,0.283944434
FDE46,OUT049,0.226829473
DRH11,OUT017,-0.771381568
DRI51,OUT046,0.305270245
FDC35,OUT017,0.68150169
FDP45,OUT035,1.205266802
FDC45,OUT017,0.379670563
FDU01,OUT045,0.479199245
FDJ53,OUT010,-0.778700676
FDJ46,OUT017,0.371554691
FDX07,OUT013,0.460515734
NCI30,OUT049,1.179752645
FDE47,OUT027,0.579294094
FDV48,OUT045,-0.577128283
FDN16,OUT019,-1.124272092
FDM52,OUT013,0.092280933
FDA32,OUT027,1.961386335
FDH05,OUT017,0.850190491
FDW25,OUT010,-0.934710508
FDQ09,OUT046,-0.230839158
NCM17,OUT010,-1.103020199
DRM59,OUT046,0.128802369
FDV47,OUT027,-0.053929836
DRE15,OUT035,-0.609330877
FDS25,OUT010,-0.876951779
NCZ05,OUT018,-0.452805347
NCV05,OUT019,-1.092077713
DRM37,OUT046,0.555184405
FDV58,OUT027,1.563761018
FDN22,OUT027,2.264566013
NCO06,OUT049,-0.944800948
FDT56,OUT019,-1.175196225
FDM02,OUT013,-0.553583115
FDA09,OUT046,0.404020578
NCC06,OUT035,-0.118888419
NCL54,OUT049,0.369240777
NCB55,OUT017,-0.770534447
FDB12,OUT017,-0.357112129
NCA54,OUT049,0.487166243
NCS38,OUT049,-0.233079713
FDC02,OUT049,1.239847727
FDK44,OUT019,-1.048649115
FDE16,OUT035,0.643597763
NCS05,OUT035,-0.065360628
FDZ59,OUT045,0.229337843
FDI20,OUT017,0.832347176
FDQ14,OUT046,0.114720732
FDF53,OUT017,0.344515415
FDW25,OUT017,-0.523748155
NCQ43,OUT010,-0.891522824
FDX52,OUT013,0.495697022
FDE28,OUT045,0.823328873
FDN15,OUT017,0.018328239
FDO28,OUT017,-0.19073855
FDQ33,OUT045,0.127557843
FDM22,OUT010,-1.13588469
FDJ03,OUT017,-0.908531843
FDI16,OUT045,-0.81286433
FDI09,OUT027,2.01319172
FDX55,OUT013,0.857710502
FDS23,OUT027,0.642863902
DRC12,OUT045,0.587580702
FDH41,OUT049,1.037671125
FDN01,OUT013,0.366281991
FDV55,OUT045,0.046677226
NCJ19,OUT013,-0.75992135
NCY29,OUT010,-1.060313749
FDP03,OUT018,-0.348090882
FDZ52,OUT045,-0.259507726
FDH31,OUT010,-0.896470394
FDQ19,OUT018,0.504846838
FDS15,OUT035,-0.294054294
FDN32,OUT017,0.515040355
FDH32,OUT049,-0.395215576
FDF33,OUT017,-0.282893403
FDJ22,OUT046,0.49324562
FDG56,OUT010,-1.069009742
FDC05,OUT046,0.586114383
FDK09,OUT013,0.903376304
NCV29,OUT045,0.436019416
NCC43,OUT019,-0.866974821
NCA42,OUT049,0.25020901
FDC10,OUT046,-0.167383917
FDC16,OUT013,-0.531669183
NCL17,OUT013,0.015078131
FDA51,OUT035,-0.226402157
FDW01,OUT017,0.133893576
NCF30,OUT045,-0.084666324
FDN49,OUT013,-0.931178042
FDY20,OUT045,-0.531399238
FDC15,OUT045,0.138027285
FDY24,OUT046,-0.787990756
NCG43,OUT017,-0.417512171
FDA48,OUT013,0.843045808
NCF55,OUT017,-0.947726705
FDL38,OUT049,-0.474986069
NCQ29,OUT018,0.727586981
FDC34,OUT017,0.220566712
FDP36,OUT027,-0.444659101
FDN50,OUT010,-0.928608539
FDO23,OUT049,-0.408366962
FDT56,OUT013,-0.789654079
FDT13,OUT027,1.596483186
FDZ03,OUT013,0.407692419
FDQ03,OUT010,-0.340801227
FDU44,OUT045,0.138317262
FDD03,OUT049,0.953754887
NCH30,OUT013,-0.259543857
FDS60,OUT010,-0.566407683
FDG08,OUT046,0.297616635
FDX38,OUT017,-0.913560314
FDD22,OUT017,-0.230607733
FDW51,OUT013,0.657362465
FDL09,OUT017,0.307278797
FDZ60,OUT045,-0.277569
NCH07,OUT046,0.198677172
NCQ41,OUT049,0.757160356
FDW04,OUT049,-0.189309225
FDI08,OUT027,2.211686742
FDR19,OUT019,-1.101565339
FDV13,OUT046,-0.473986219
FDB52,OUT017,1.323596579
FDZ48,OUT027,0.420326594
NCO14,OUT049,-0.870959033
FDZ50,OUT013,0.375864427
FDN27,OUT019,-1.104288206
FDQ60,OUT013,-0.192054915
FDR49,OUT017,-0.860555916
DRJ35,OUT027,-0.395430617
DRI49,OUT017,-0.606199864
FDB47,OUT017,0.747607716
FDP37,OUT010,-0.910376377
FDR26,OUT049,0.438203318
FDY31,OUT019,-1.095807889
FDC11,OUT045,-0.46387597
DRP47,OUT035,0.967038478
NCY54,OUT018,0.172004895
FDR27,OUT046,-0.033220907
FDQ21,OUT019,-1.104123365
NCQ29,OUT035,1.043947589
FDJ02,OUT046,0.17201156
FDE21,OUT018,-0.393820666
FDM39,OUT046,0.376057698
FDZ01,OUT017,-0.378479451
NCB19,OUT018,-0.576562512
FDU03,OUT046,0.454151034
FDP27,OUT049,0.499938415
DRF01,OUT045,0.035589579
FDM03,OUT049,-0.291031581
FDV01,OUT046,0.198850731
FDS16,OUT046,0.111564465
FDO45,OUT035,-0.448132988
NCX06,OUT035,0.385901997
FDP13,OUT046,-0.914043689
NCR38,OUT018,0.728733465
FDA01,OUT013,-0.829906215
FDT26,OUT017,-0.282985488
FDD44,OUT027,2.204989168
FDB26,OUT013,-0.84484245
FDP45,OUT019,-0.839658233
NCP55,OUT046,-0.767241845
FDT23,OUT017,-0.646427222
FDO51,OUT045,-0.959630241
